date,price,open,high,low,vol.,change_%,volume,date_ddmmyyyy,ret_close,ret_reported
2016-11-28,78.32,78.18,78.87,78.02,13.01M,-0.0065,13010000.0,28/11/2016,-0.006469618165673041,-0.0065
2016-11-29,78.92,78.39,79.16,78.39,14.14M,0.0077,14140000.0,29/11/2016,0.007660878447395492,0.0077
2016-11-30,80.17,79.92,80.53,79.7,25.35M,0.0158,25350000.0,30/11/2016,0.015838824125696815,0.0158
2016-12-01,81.79,80.65,82.28,80.65,23.82M,0.0202,23820000.0,01/12/2016,0.020207059997505272,0.0202
2016-12-02,81.6,81.8,81.83,80.9,16.93M,-0.0023,16930000.0,02/12/2016,-0.00232302237437354,-0.0023
2016-12-05,83.26,82.3,83.29,82.29,18.53M,0.0203,18530000.0,05/12/2016,0.02034313725490211,0.0203
2016-12-06,83.69,83.6,83.81,82.43,16.13M,0.0052,16129999.999999998,06/12/2016,0.0051645447994232985,0.0052
2016-12-07,84.07,83.55,84.09,82.85,19.00M,0.0045,19000000.0,07/12/2016,0.004540566375911048,0.0045
2016-12-08,85.12,84.23,85.5,83.94,20.84M,0.0125,20840000.0,08/12/2016,0.012489592006661221,0.0125
2016-12-09,85.49,85.02,85.5,84.14,14.57M,0.0043,14570000.0,09/12/2016,0.004346804511278002,0.0043
2016-12-12,84.73,85.36,85.79,84.29,14.51M,-0.0089,14510000.0,12/12/2016,-0.00888992864662519,-0.0089
2016-12-13,84.76,84.98,85.67,83.82,16.67M,0.0004,16670000.000000002,13/12/2016,0.0003540658562493082,0.0004
2016-12-14,84.73,83.88,86.12,83.76,22.62M,-0.0004,22620000.0,14/12/2016,-0.00035394053798964986,-0.0004
2016-12-15,86.0,85.4,86.49,84.9,19.44M,0.015,19440000.0,15/12/2016,0.014988787914552049,0.015
2016-12-16,84.94,86.29,86.29,84.89,23.01M,-0.0123,23010000.0,16/12/2016,-0.012325581395348895,-0.0123
2016-12-19,85.43,84.8,85.44,84.19,21.69M,0.0058,21690000.0,19/12/2016,0.005768777960913685,0.0058
2016-12-20,86.53,85.79,86.54,85.55,14.59M,0.0129,14590000.0,20/12/2016,0.012876038862226213,0.0129
2016-12-21,86.75,86.43,86.81,86.03,11.40M,0.0025,11400000.0,21/12/2016,0.0025424708193690915,0.0025
2016-12-22,86.89,86.44,87.17,86.21,13.92M,0.0016,13920000.0,22/12/2016,0.001613832853025965,0.0016
2016-12-23,87.05,87.0,87.15,86.4,10.76M,0.0018,10760000.0,23/12/2016,0.0018414086776383787,0.0018
2016-12-27,87.13,87.05,87.16,86.75,6.95M,0.0009,6950000.0,27/12/2016,0.0009190120620332642,0.0009
2016-12-28,86.5,87.16,87.39,86.35,9.46M,-0.0072,9460000.0,28/12/2016,-0.007230575002869277,-0.0072
2016-12-29,85.89,86.58,86.67,85.04,14.69M,-0.0071,14690000.0,29/12/2016,-0.0070520231213873075,-0.0071
2016-12-30,86.29,86.1,86.42,85.66,13.62M,0.0047,13620000.0,30/12/2016,0.004657119571545021,0.0047
2017-01-03,87.23,87.34,87.76,85.98,20.55M,0.0109,20550000.0,03/01/2017,0.010893498667284618,0.0109
2017-01-04,86.91,86.96,87.18,86.4,15.27M,-0.0037,15270000.0,04/01/2017,-0.0036684626848562107,-0.0037
2017-01-05,86.11,86.81,87.11,85.26,14.30M,-0.0092,14300000.0,05/01/2017,-0.009204924634679479,-0.0092
2017-01-06,86.12,86.39,86.62,85.94,12.89M,0.0001,12890000.0,06/01/2017,0.00011613053071668489,0.0001
2017-01-09,86.18,85.73,86.77,85.52,12.81M,0.0007,12810000.0,09/01/2017,0.0006967022758941344,0.0007
2017-01-10,86.43,86.07,86.9,85.72,13.99M,0.0029,13990000.0,10/01/2017,0.0029009050823856075,0.0029
2017-01-11,87.08,86.43,87.08,85.91,14.71M,0.0075,14710000.0,11/01/2017,0.007520536850630366,0.0075
2017-01-12,86.24,86.76,87.27,86.02,21.34M,-0.0096,21340000.0,12/01/2017,-0.009646302250803873,-0.0096
2017-01-13,86.7,87.11,88.17,86.1,28.30M,0.0053,28300000.0,13/01/2017,0.00533395176252327,0.0053
2017-01-17,83.55,84.93,85.22,83.28,30.02M,-0.0363,30020000.0,17/01/2017,-0.03633217993079596,-0.0363
2017-01-18,83.94,83.63,84.23,83.03,21.27M,0.0047,21270000.0,18/01/2017,0.0046678635547576786,0.0047
2017-01-19,83.3,84.06,84.67,83.12,16.56M,-0.0076,16559999.999999998,19/01/2017,-0.007624493685966183,-0.0076
2017-01-20,83.67,83.43,83.83,83.28,18.44M,0.0044,18440000.0,20/01/2017,0.004441776710684353,0.0044
2017-01-23,83.71,83.3,84.0,83.2,12.18M,0.0005,12180000.0,23/01/2017,0.0004780686028444947,0.0005
2017-01-24,84.72,83.92,85.0,83.56,15.18M,0.0121,15180000.0,24/01/2017,0.01206546410225795,0.0121
2017-01-25,86.03,85.84,86.17,85.17,17.55M,0.0155,17550000.0,25/01/2017,0.015462700661000861,0.0155
2017-01-26,86.75,85.95,86.95,85.95,15.96M,0.0084,15960000.0,26/01/2017,0.008369173544112485,0.0084
2017-01-27,86.93,86.66,86.98,86.27,12.54M,0.0021,12540000.0,27/01/2017,0.0020749279538905263,0.0021
2017-01-30,86.03,86.19,86.5,85.32,13.66M,-0.0104,13660000.0,30/01/2017,-0.010353157713102523,-0.0104
2017-01-31,84.63,85.6,86.15,84.09,15.66M,-0.0163,15660000.0,31/01/2017,-0.016273393002441128,-0.0163
2017-02-01,84.95,85.54,86.1,84.68,15.43M,0.0038,15430000.0,01/02/2017,0.0037811650714878464,0.0038
2017-02-02,84.59,84.34,84.91,84.16,11.08M,-0.0042,11080000.0,02/02/2017,-0.004237786933490306,-0.0042
2017-02-03,87.18,86.19,87.31,85.86,17.89M,0.0306,17890000.0,03/02/2017,0.030618276392008648,0.0306
2017-02-06,86.77,86.79,87.45,86.61,11.83M,-0.0047,11830000.0,06/02/2017,-0.004702913512273588,-0.0047
2017-02-07,86.72,87.14,87.4,86.48,9.39M,-0.0006,9390000.0,07/02/2017,-0.0005762360262763222,-0.0006
2017-02-08,85.96,86.18,86.31,85.37,13.97M,-0.0088,13970000.0,08/02/2017,-0.008763837638376404,-0.0088
2017-02-09,87.2,86.42,87.33,86.13,13.75M,0.0144,13750000.0,09/02/2017,0.014425314099581366,0.0144
2017-02-10,87.0,87.48,87.48,86.89,10.99M,-0.0023,10990000.0,10/02/2017,-0.002293577981651418,-0.0023
2017-02-13,88.15,87.44,88.74,87.43,18.74M,0.0132,18740000.0,13/02/2017,0.013218390804597746,0.0132
2017-02-14,89.56,88.3,89.7,88.11,17.93M,0.016,17930000.0,14/02/2017,0.015995462280204098,0.016
2017-02-15,90.59,90.08,90.87,89.35,17.38M,0.0115,17380000.0,15/02/2017,0.011500669941938435,0.0115
2017-02-16,90.53,90.4,91.04,89.77,17.67M,-0.0007,17670000.0,16/02/2017,-0.0006623247599073512,-0.0007
2017-02-17,90.23,89.82,90.47,89.69,15.78M,-0.0033,15780000.0,17/02/2017,-0.003313818623660647,-0.0033
2017-02-21,91.01,90.51,91.15,90.46,14.07M,0.0086,14070000.0,21/02/2017,0.008644574975063657,0.0086
2017-02-22,91.06,90.52,91.3,90.42,11.84M,0.0005,11840000.0,22/02/2017,0.0005493901769035858,0.0005
2017-02-23,91.13,91.18,91.34,90.52,11.07M,0.0008,11070000.0,23/02/2017,0.0007687239182956329,0.0008
2017-02-24,90.33,90.18,90.54,89.73,15.06M,-0.0088,15060000.0,24/02/2017,-0.00877866783715564,-0.0088
2017-02-27,90.43,90.32,90.72,90.02,12.36M,0.0011,12360000.0,27/02/2017,0.0011070519207352358,0.0011
2017-02-28,90.62,89.84,90.82,89.58,15.18M,0.0021,15180000.0,28/02/2017,0.002101072652880731,0.0021
2017-03-01,93.6,92.79,93.98,92.61,24.45M,0.0329,24450000.0,01/03/2017,0.03288457294195535,0.0329
2017-03-02,92.14,93.87,93.92,92.03,16.86M,-0.0156,16860000.0,02/03/2017,-0.015598290598290543,-0.0156
2017-03-03,92.8,92.23,93.11,92.19,12.86M,0.0072,12860000.0,03/03/2017,0.007163012806598701,0.0072
2017-03-06,91.92,92.25,92.32,91.1,15.06M,-0.0095,15060000.0,06/03/2017,-0.00948275862068959,-0.0095
2017-03-07,91.41,91.64,92.09,91.21,11.16M,-0.0055,11160000.0,07/03/2017,-0.00554830287206276,-0.0055
2017-03-08,91.21,92.68,92.85,91.1,17.38M,-0.0022,17380000.0,08/03/2017,-0.0021879444262116188,-0.0022
2017-03-09,91.57,91.6,92.14,91.15,13.73M,0.0039,13730000.0,09/03/2017,0.00394693564302151,0.0039
2017-03-10,91.28,91.95,92.0,90.53,13.73M,-0.0032,13730000.0,10/03/2017,-0.0031669760838701766,-0.0032
2017-03-13,91.36,91.31,91.78,90.93,10.00M,0.0009,10000000.0,13/03/2017,0.0008764241893075564,0.0009
2017-03-14,91.51,91.02,91.65,90.77,10.24M,0.0016,10240000.0,14/03/2017,0.0016418563922941942,0.0016
2017-03-15,91.73,91.8,92.55,91.13,16.60M,0.0024,16600000.000000002,15/03/2017,0.0024041088405639677,0.0024
2017-03-16,91.64,92.03,92.81,91.57,14.49M,-0.001,14490000.0,16/03/2017,-0.0009811403030633992,-0.001
2017-03-17,90.68,91.83,92.04,90.65,21.73M,-0.0105,21730000.0,17/03/2017,-0.010475774770842383,-0.0105
2017-03-20,90.03,90.27,91.17,89.79,14.62M,-0.0072,14620000.0,20/03/2017,-0.0071680635200706,-0.0072
2017-03-21,87.39,90.36,90.64,87.06,33.09M,-0.0293,33090000.000000004,21/03/2017,-0.029323558813728723,-0.0293
2017-03-22,87.53,86.89,88.07,86.01,21.74M,0.0016,21740000.0,22/03/2017,0.001602013960407378,0.0016
2017-03-23,87.39,87.21,88.5,87.09,16.09M,-0.0016,16090000.0,23/03/2017,-0.0015994516165885875,-0.0016
2017-03-24,87.29,87.79,88.09,86.77,16.09M,-0.0011,16090000.0,24/03/2017,-0.001144295686005159,-0.0011
2017-03-27,87.24,85.53,87.4,85.23,16.69M,-0.0006,16690000.000000002,27/03/2017,-0.0005728032993471688,-0.0006
2017-03-28,88.6,87.02,89.02,86.98,16.26M,0.0156,16260000.000000002,28/03/2017,0.015589179275561582,0.0156
2017-03-29,88.27,88.6,88.82,88.08,10.21M,-0.0037,10210000.0,29/03/2017,-0.0037246049661399105,-0.0037
2017-03-30,89.03,88.2,89.46,88.12,11.63M,0.0086,11630000.0,30/03/2017,0.00860994675427662,0.0086
2017-03-31,87.84,88.71,88.74,87.75,16.99M,-0.0134,16990000.0,31/03/2017,-0.013366281028866611,-0.0134
2017-04-03,87.52,87.99,88.17,86.6,19.83M,-0.0036,19830000.0,03/04/2017,-0.0036429872495447047,-0.0036
2017-04-04,87.31,86.89,87.67,86.72,14.28M,-0.0024,14280000.0,04/04/2017,-0.0023994515539305095,-0.0024
2017-04-05,86.19,88.42,88.54,86.13,17.64M,-0.0128,17640000.0,05/04/2017,-0.012827854770358527,-0.0128
2017-04-06,86.48,85.98,86.91,85.25,14.38M,0.0034,14380000.0,06/04/2017,0.0033646594732568147,0.0034
2017-04-07,86.18,85.93,86.81,85.71,13.10M,-0.0035,13100000.0,07/04/2017,-0.0034690101757631764,-0.0035
2017-04-10,85.88,86.08,86.69,85.4,15.08M,-0.0035,15080000.0,10/04/2017,-0.0034810860988629955,-0.0035
2017-04-11,85.73,85.54,85.79,84.8,14.69M,-0.0017,14690000.0,11/04/2017,-0.0017466231951559497,-0.0017
2017-04-12,85.4,85.93,85.95,85.03,14.73M,-0.0038,14730000.0,12/04/2017,-0.0038492942960457466,-0.0038
2017-04-13,84.4,85.5,86.99,84.4,30.53M,-0.0117,30530000.0,13/04/2017,-0.011709601873536313,-0.0117
2017-04-17,85.86,84.44,86.08,84.37,19.07M,0.0173,19070000.0,17/04/2017,0.017298578199052006,0.0173
2017-04-18,85.16,85.36,85.63,84.74,14.13M,-0.0082,14130000.0,18/04/2017,-0.008152806894945241,-0.0082
2017-04-19,84.46,85.5,85.92,84.36,17.59M,-0.0082,17590000.0,19/04/2017,-0.008219821512447156,-0.0082
2017-04-20,85.55,84.98,85.78,84.55,15.64M,0.0129,15640000.0,20/04/2017,0.012905517404688593,0.0129
2017-04-21,84.52,85.5,85.68,84.51,19.82M,-0.012,19820000.0,21/04/2017,-0.012039742840444179,-0.012
2017-04-24,87.5,86.55,88.05,86.42,25.47M,0.0353,25470000.0,24/04/2017,0.035257927117841925,0.0353
2017-04-25,88.26,88.55,89.13,88.26,18.25M,0.0087,18250000.0,25/04/2017,0.008685714285714408,0.0087
2017-04-26,88.43,88.35,89.05,88.14,12.83M,0.0019,12830000.0,26/04/2017,0.0019261273510084997,0.0019
2017-04-27,87.61,88.37,88.37,87.01,13.33M,-0.0093,13330000.0,27/04/2017,-0.009272871197557486,-0.0093
2017-04-28,87.0,87.6,87.85,86.95,10.76M,-0.007,10760000.0,28/04/2017,-0.006962675493665138,-0.007
2017-05-01,87.06,87.36,87.74,86.56,15.71M,0.0007,15710000.0,01/05/2017,0.0006896551724138167,0.0007
2017-05-02,86.5,86.71,86.88,86.02,14.41M,-0.0064,14410000.0,02/05/2017,-0.006432345508844528,-0.0064
2017-05-03,87.0,86.06,87.1,86.02,11.54M,0.0058,11540000.0,03/05/2017,0.005780346820809301,0.0058
2017-05-04,87.1,87.69,87.73,86.57,11.54M,0.0011,11540000.0,04/05/2017,0.0011494252873562871,0.0011
2017-05-05,87.0,87.25,87.34,86.42,9.44M,-0.0011,9440000.0,05/05/2017,-0.0011481056257175437,-0.0011
2017-05-08,87.1,87.04,87.32,86.65,8.16M,0.0011,8160000.0,08/05/2017,0.0011494252873562871,0.0011
2017-05-09,86.75,87.26,87.84,86.5,10.27M,-0.004,10270000.0,09/05/2017,-0.0040183696900114585,-0.004
2017-05-10,87.43,86.53,87.48,86.47,8.33M,0.0078,8330000.0,10/05/2017,0.007838616714697544,0.0078
2017-05-11,87.16,87.09,87.48,86.35,10.91M,-0.0031,10910000.0,11/05/2017,-0.003088184833581309,-0.0031
2017-05-12,86.92,86.68,87.05,86.34,8.74M,-0.0028,8740000.0,12/05/2017,-0.0027535566773748688,-0.0028
2017-05-15,87.34,87.1,87.49,86.86,8.84M,0.0048,8840000.0,15/05/2017,0.004832029452370046,0.0048
2017-05-16,87.61,87.36,88.09,87.34,9.79M,0.0031,9790000.0,16/05/2017,0.0030913670712158225,0.0031
2017-05-17,84.27,86.11,86.39,83.97,24.68M,-0.0381,24680000.0,17/05/2017,-0.03812350188334668,-0.0381
2017-05-18,83.96,84.07,84.8,83.36,23.35M,-0.0037,23350000.0,18/05/2017,-0.0036786519520588534,-0.0037
2017-05-19,84.78,84.21,85.34,84.15,13.41M,0.0098,13410000.0,19/05/2017,0.009766555502620289,0.0098
2017-05-22,84.7,85.18,85.29,84.21,11.64M,-0.0009,11640000.0,22/05/2017,-0.0009436187780136329,-0.0009
2017-05-23,85.76,84.75,86.07,84.51,11.75M,0.0125,11750000.0,23/05/2017,0.012514757969303458,0.0125
2017-05-24,85.71,85.88,85.97,85.24,9.92M,-0.0006,9920000.0,24/05/2017,-0.0005830223880598506,-0.0006
2017-05-25,85.35,85.99,86.08,85.08,12.24M,-0.0042,12240000.0,25/05/2017,-0.004200210010500527,-0.0042
2017-05-26,85.36,85.11,85.56,85.02,8.11M,0.0001,8109999.999999999,26/05/2017,0.00011716461628585861,0.0001
2017-05-30,83.9,85.13,85.15,83.78,12.60M,-0.0171,12600000.0,30/05/2017,-0.017104029990627878,-0.0171
2017-05-31,82.15,83.73,83.82,81.64,28.33M,-0.0209,28330000.0,31/05/2017,-0.020858164481525665,-0.0209
2017-06-01,83.06,82.46,83.08,81.65,17.12M,0.0111,17120000.0,01/06/2017,0.011077297626293392,0.0111
2017-06-02,82.64,82.29,82.99,81.98,15.00M,-0.0051,15000000.0,02/06/2017,-0.005056585600770602,-0.0051
2017-06-05,82.79,82.64,83.51,82.58,9.08M,0.0018,9080000.0,05/06/2017,0.0018151016456922076,0.0018
2017-06-06,82.96,82.29,83.22,82.13,12.20M,0.0021,12200000.0,06/06/2017,0.002053388090348829,0.0021
2017-06-07,83.91,83.31,84.11,83.1,13.71M,0.0115,13710000.0,07/06/2017,0.011451301832208438,0.0115
2017-06-08,84.95,83.91,85.73,83.89,17.95M,0.0124,17950000.0,08/06/2017,0.012394231915147325,0.0124
2017-06-09,86.96,85.51,87.05,85.39,19.12M,0.0237,19120000.0,09/06/2017,0.023660977045320664,0.0237
2017-06-12,86.98,87.32,87.74,86.29,16.05M,0.0002,16050000.0,12/06/2017,0.00022999080036800734,0.0002
2017-06-13,87.27,87.55,87.85,86.98,12.56M,0.0033,12560000.0,13/06/2017,0.003334099793055767,0.0033
2017-06-14,87.09,86.77,87.31,85.82,16.18M,-0.0021,16180000.0,14/06/2017,-0.002062564455139193,-0.0021
2017-06-15,86.57,86.25,87.08,86.24,12.51M,-0.006,12510000.0,15/06/2017,-0.005970834768630251,-0.006
2017-06-16,86.18,86.85,86.96,86.02,16.94M,-0.0045,16940000.0,16/06/2017,-0.004505024835393168,-0.0045
2017-06-19,88.07,86.97,88.23,86.85,15.97M,0.0219,15970000.0,19/06/2017,0.021930842422835717,0.0219
2017-06-20,87.52,87.75,87.92,87.37,11.20M,-0.0062,11200000.0,20/06/2017,-0.006245032360622238,-0.0062
2017-06-21,87.12,87.48,87.55,86.76,10.01M,-0.0046,10010000.0,21/06/2017,-0.00457038391224851,-0.0046
2017-06-22,87.02,86.93,87.36,86.65,12.18M,-0.0011,12180000.0,22/06/2017,-0.0011478420569330794,-0.0011
2017-06-23,86.86,87.66,88.0,86.61,18.81M,-0.0018,18810000.0,23/06/2017,-0.0018386577798207293,-0.0018
2017-06-26,87.24,87.01,87.67,86.61,10.08M,0.0044,10080000.0,26/06/2017,0.004374856090260115,0.0044
2017-06-27,88.05,87.71,88.94,87.5,15.42M,0.0093,15420000.0,27/06/2017,0.009284731774415356,0.0093
2017-06-28,89.82,88.6,90.07,88.6,17.47M,0.0201,17470000.0,28/06/2017,0.02010221465076656,0.0201
2017-06-29,91.15,92.34,92.65,90.31,27.70M,0.0148,27700000.0,29/06/2017,0.014807392562903754,0.0148
2017-06-30,91.4,91.96,92.0,91.16,16.89M,0.0027,16890000.0,30/06/2017,0.0027427317608337276,0.0027
2017-07-03,92.75,91.56,93.48,91.41,13.21M,0.0148,13210000.0,03/07/2017,0.014770240700218817,0.0148
2017-07-05,93.68,93.12,93.79,92.61,17.54M,0.01,17540000.0,05/07/2017,0.010026954177897673,0.01
2017-07-06,93.38,93.54,94.51,92.88,16.60M,-0.0032,16600000.000000002,06/07/2017,-0.0032023911187021303,-0.0032
2017-07-07,93.85,93.96,94.17,93.23,12.82M,0.005,12820000.0,07/07/2017,0.005033197686870938,0.005
2017-07-10,93.19,93.5,93.68,93.09,13.99M,-0.007,13990000.0,10/07/2017,-0.007032498668087306,-0.007
2017-07-11,92.83,93.33,93.33,92.28,13.26M,-0.0039,13260000.0,11/07/2017,-0.003863075437278707,-0.0039
2017-07-12,92.51,92.61,92.83,92.07,13.54M,-0.0034,13540000.0,12/07/2017,-0.0034471614779704174,-0.0034
2017-07-13,93.1,92.69,93.38,92.34,12.82M,0.0064,12820000.0,13/07/2017,0.006377688898497436,0.0064
2017-07-14,92.25,90.81,92.61,90.58,22.24M,-0.0091,22240000.0,14/07/2017,-0.009129967776584258,-0.0091
2017-07-17,91.39,91.82,91.99,91.25,14.37M,-0.0093,14370000.0,17/07/2017,-0.009322493224932282,-0.0093
2017-07-18,91.07,90.45,91.58,90.32,14.72M,-0.0035,14720000.0,18/07/2017,-0.003501477185687829,-0.0035
2017-07-19,91.2,91.34,91.62,91.0,11.65M,0.0014,11650000.0,19/07/2017,0.0014274733721313382,0.0014
2017-07-20,91.2,91.15,91.72,90.9,11.56M,0.0,11560000.0,20/07/2017,0.0,0.0
2017-07-21,90.89,91.06,91.36,90.52,10.97M,-0.0034,10970000.0,21/07/2017,-0.003399122807017596,-0.0034
2017-07-24,91.28,90.96,91.54,90.91,10.73M,0.0043,10730000.0,24/07/2017,0.004290901089228694,0.0043
2017-07-25,92.8,92.37,93.52,92.27,16.45M,0.0167,16450000.0,25/07/2017,0.016652059596844904,0.0167
2017-07-26,91.93,93.1,93.19,91.68,11.82M,-0.0094,11820000.0,26/07/2017,-0.009374999999999911,-0.0094
2017-07-27,91.55,91.83,92.06,91.16,12.33M,-0.0041,12330000.0,27/07/2017,-0.0041335798977484295,-0.0041
2017-07-28,91.28,91.45,91.75,90.91,9.35M,-0.0029,9350000.0,28/07/2017,-0.002949208083014687,-0.0029
2017-07-31,91.8,91.51,92.36,91.5,11.52M,0.0057,11520000.0,31/07/2017,0.005696757230499561,0.0057
2017-08-01,93.03,92.49,93.14,92.28,12.52M,0.0134,12520000.0,01/08/2017,0.013398692810457469,0.0134
2017-08-02,93.11,92.86,93.21,92.5,10.17M,0.0009,10170000.0,02/08/2017,0.0008599376545199711,0.0009
2017-08-03,92.5,92.7,93.13,92.23,11.08M,-0.0066,11080000.0,03/08/2017,-0.006551390828052783,-0.0066
2017-08-04,93.66,93.5,94.4,93.47,14.32M,0.0125,14320000.0,04/08/2017,0.012540540540540546,0.0125
2017-08-07,94.02,93.89,94.19,93.71,7.98M,0.0038,7980000.0,07/08/2017,0.0038436899423446302,0.0038
2017-08-08,93.68,93.95,95.22,93.6,13.75M,-0.0036,13750000.0,08/08/2017,-0.0036162518613059857,-0.0036
2017-08-09,93.53,92.98,93.68,92.83,11.21M,-0.0016,11210000.0,09/08/2017,-0.0016011955593510097,-0.0016
2017-08-10,92.19,92.9,93.07,92.07,13.25M,-0.0143,13250000.0,10/08/2017,-0.014326953918528895,-0.0143
2017-08-11,91.42,92.13,92.67,91.24,10.68M,-0.0084,10680000.0,11/08/2017,-0.008352315869400107,-0.0084
2017-08-14,92.49,92.37,92.9,92.33,10.99M,0.0117,10990000.0,14/08/2017,0.011704222270837894,0.0117
2017-08-15,92.73,93.31,93.56,92.65,8.81M,0.0026,8810000.0,15/08/2017,0.002594875121634921,0.0026
2017-08-16,92.09,93.04,93.23,91.88,11.09M,-0.0069,11090000.0,16/08/2017,-0.006901757791437535,-0.0069
2017-08-17,90.65,91.76,91.96,90.5,13.84M,-0.0156,13840000.0,17/08/2017,-0.015636876968183278,-0.0156
2017-08-18,90.74,90.31,91.54,90.19,13.04M,0.001,13040000.0,18/08/2017,0.0009928295642580576,0.001
2017-08-21,90.63,90.85,90.94,90.16,11.50M,-0.0012,11500000.0,21/08/2017,-0.0012122547939167339,-0.0012
2017-08-22,91.56,91.07,91.71,91.0,9.21M,0.0103,9210000.0,22/08/2017,0.010261502813637913,0.0103
2017-08-23,91.67,90.87,92.34,90.84,8.81M,0.0012,8810000.0,23/08/2017,0.001201397990388875,0.0012
2017-08-24,91.52,91.93,92.12,91.41,8.62M,-0.0016,8620000.0,24/08/2017,-0.0016363041343951945,-0.0016
2017-08-25,91.89,91.88,92.48,91.8,11.79M,0.004,11790000.0,25/08/2017,0.0040428321678323,0.004
2017-08-28,91.6,92.16,92.19,91.13,7.29M,-0.0032,7290000.0,28/08/2017,-0.0031559473283274686,-0.0032
2017-08-29,91.1,90.45,91.31,90.31,10.89M,-0.0055,10890000.0,29/08/2017,-0.00545851528384278,-0.0055
2017-08-30,91.31,91.25,91.88,91.19,9.17M,0.0023,9170000.0,30/08/2017,0.0023051591657519133,0.0023
2017-08-31,90.89,91.81,91.85,90.8,13.22M,-0.0046,13220000.0,31/08/2017,-0.004599715255722336,-0.0046
2017-09-01,91.7,91.25,92.36,90.95,9.82M,0.0089,9820000.0,01/09/2017,0.008911871493013646,0.0089
2017-09-05,89.51,91.02,91.11,89.02,17.03M,-0.0239,17030000.0,05/09/2017,-0.023882224645583428,-0.0239
2017-09-06,90.11,90.0,90.52,89.64,11.85M,0.0067,11850000.0,06/09/2017,0.00670316165791518,0.0067
2017-09-07,88.53,90.11,90.13,88.08,14.59M,-0.0175,14590000.0,07/09/2017,-0.017534124958384134,-0.0175
2017-09-08,88.42,88.31,89.42,88.24,14.24M,-0.0012,14240000.0,08/09/2017,-0.001242516661018822,-0.0012
2017-09-11,89.79,89.39,90.25,88.95,13.22M,0.0155,13220000.0,11/09/2017,0.015494232074191316,0.0155
2017-09-12,90.89,90.17,91.25,90.1,14.00M,0.0123,14000000.0,12/09/2017,0.01225080743958129,0.0123
2017-09-13,91.15,90.61,91.5,90.32,12.49M,0.0029,12490000.0,13/09/2017,0.0028606007261524624,0.0029
2017-09-14,90.97,91.2,91.53,90.74,10.56M,-0.002,10560000.0,14/09/2017,-0.0019747668678004038,-0.002
2017-09-15,91.62,91.08,91.71,90.76,18.17M,0.0071,18170000.0,15/09/2017,0.007145212707486026,0.0071
2017-09-18,92.92,91.93,93.14,91.85,11.32M,0.0142,11320000.0,18/09/2017,0.014189041693953186,0.0142
2017-09-19,93.94,92.71,94.36,92.52,12.63M,0.011,12630000.0,19/09/2017,0.010977184674989093,0.011
2017-09-20,94.6,94.1,95.29,93.71,15.31M,0.007,15310000.0,20/09/2017,0.007025761124121788,0.007
2017-09-21,95.03,94.46,95.37,94.19,10.85M,0.0045,10850000.0,21/09/2017,0.00454545454545463,0.0045
2017-09-22,94.83,94.7,94.98,94.43,8.36M,-0.0021,8359999.999999999,22/09/2017,-0.0021045985478270746,-0.0021
2017-09-25,94.12,94.51,94.88,93.45,10.46M,-0.0075,10460000.0,25/09/2017,-0.0074870821469997795,-0.0075
2017-09-26,93.7,93.78,94.03,93.34,9.36M,-0.0045,9360000.0,26/09/2017,-0.004462388440289011,-0.0045
2017-09-27,95.18,94.97,95.72,94.58,15.09M,0.0158,15090000.0,27/09/2017,0.015795090715048143,0.0158
2017-09-28,95.38,95.59,95.88,94.91,10.27M,0.0021,10270000.0,28/09/2017,0.0021012817818868434,0.0021
2017-09-29,95.51,95.3,95.52,95.02,11.44M,0.0014,11440000.0,29/09/2017,0.0013629691759280416,0.0014
2017-10-02,96.84,95.77,96.88,95.46,13.80M,0.0139,13800000.0,02/10/2017,0.013925243430007228,0.0139
2017-10-03,97.35,96.83,97.43,96.77,9.63M,0.0053,9630000.0,03/10/2017,0.005266418835192077,0.0053
2017-10-04,96.36,97.3,97.44,96.28,12.17M,-0.0102,12170000.0,04/10/2017,-0.01016949152542368,-0.0102
2017-10-05,97.09,96.0,97.4,95.55,14.24M,0.0076,14240000.0,05/10/2017,0.007575757575757569,0.0076
2017-10-06,96.92,97.55,97.64,96.47,10.23M,-0.0018,10230000.0,06/10/2017,-0.0017509527242765,-0.0018
2017-10-09,96.41,96.96,97.07,96.14,7.77M,-0.0053,7770000.0,09/10/2017,-0.005262071811803604,-0.0053
2017-10-10,97.13,96.45,97.18,96.24,10.63M,0.0075,10630000.0,10/10/2017,0.007468104968364253,0.0075
2017-10-11,96.84,96.83,97.01,96.14,14.28M,-0.003,14280000.0,11/10/2017,-0.0029856892824049464,-0.003
2017-10-12,95.99,97.3,97.5,95.62,18.25M,-0.0088,18250000.0,12/10/2017,-0.008777364725320203,-0.0088
2017-10-13,95.86,95.48,96.71,94.96,13.19M,-0.0014,13190000.0,13/10/2017,-0.001354307740389582,-0.0014
2017-10-16,97.84,96.34,97.95,96.34,12.43M,0.0207,12430000.0,16/10/2017,0.020655122052994024,0.0207
2017-10-17,97.62,98.07,98.18,97.32,10.34M,-0.0022,10340000.0,17/10/2017,-0.0022485690923957913,-0.0022
2017-10-18,97.99,98.15,98.55,97.63,10.16M,0.0038,10160000.0,18/10/2017,0.0037902069248103576,0.0038
2017-10-19,98.11,97.19,98.2,97.09,9.13M,0.0012,9130000.0,19/10/2017,0.0012246147566079557,0.0012
